,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4799,5/14/16,5/19/16,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,0.2,4.36
4800,5/14/16,5/19/16,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Art,Dixon Ticonderoga Pencils,4.768,2,0.2,0.4172
4801,5/14/16,5/19/16,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,2,0.7,-7.612
4802,5/14/16,5/19/16,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.392,8,0.7,-9.8208
4803,7/13/17,7/17/17,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,Cisco SPA508G,39.594,1,0.4,-7.2589
4804,7/13/17,7/17/17,Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Nu-Dell Executive Frame,91.008,9,0.2,19.3392
4805,11/22/15,11/25/15,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1887,37.94,2,0,18.2112
4806,11/22/15,11/25/15,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1971,42.8,10,0,19.26
4807,11/22/15,11/25/15,Second Class,NG-18430,Nathan Gelder,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,0,10.089
4808,11/23/14,11/28/14,Standard Class,PB-19210,Phillip Breyer,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Quality Park Security Envelopes,62.808,3,0.2,21.1977
4809,12/27/15,12/30/15,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,Central,Office Supplies,Paper,Xerox 1917,195.64,4,0,91.9508
4810,12/27/15,12/30/15,First Class,RE-19450,Richard Eichhorn,Consumer,United States,Eau Claire,Wisconsin,Central,Technology,Phones,Cisco SPA 502G IP Phone,239.9,2,0,71.97
4811,11/14/16,11/19/16,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Ergonomic Managers Chair,380.058,3,0.3,-21.7176
4812,11/14/16,11/19/16,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,4,0.4,179.9964
4813,11/14/16,11/19/16,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",48.576,3,0.2,9.7152
4814,5/8/16,5/10/16,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1920,17.94,3,0,8.073
4815,12/26/14,12/31/14,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.264,3,0.2,6.1641
4816,12/26/14,12/31/14,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,34.656,2,0.2,5.6316
4817,12/26/14,12/31/14,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,81.552,2,0.2,8.1552
4818,12/26/14,12/31/14,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,227.136,4,0.2,-42.588
4819,6/8/17,6/14/17,Standard Class,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,East,Office Supplies,Binders,Wilson Jones Impact Binders,10.36,2,0,5.0764
4820,4/7/15,4/11/15,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.248,8,0.8,-1181.2824
4821,4/7/15,4/11/15,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,Central,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,6,0.2,47.994
4822,7/10/16,7/11/16,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,West,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,6,0.7,-35.8848
4823,11/21/16,11/26/16,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,East,Technology,Machines,Texas Instrument TI-15 Fraction Calculator,30.345,7,0.7,-24.276
4824,11/21/16,11/26/16,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,East,Furniture,Chairs,"Global Value Steno Chair, Gray",127.554,3,0.3,-9.111
4825,11/21/16,11/26/16,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3,0.2,15.5904
4826,11/12/17,11/15/17,First Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,Acco 3-Hole Punch,14.016,4,0.2,4.9056
4827,11/1/14,11/8/14,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0,19.4656
4828,11/1/14,11/8/14,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,3,0,1.6356
4829,5/15/16,5/21/16,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Binder Posts,13.776,3,0.2,4.4772
4830,11/7/14,11/12/14,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,Central,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6,0,68.8464
4831,11/7/14,11/12/14,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,Central,Office Supplies,Storage,Portable Personal File Box,36.63,3,0,9.8901
4832,11/7/14,11/12/14,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,Central,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0,5.8708
4833,11/7/14,11/12/14,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,Central,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,3,0,5.8233
4834,10/5/17,10/10/17,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,5,0.2,13.473
4835,10/5/17,10/10/17,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1951,61.96,2,0,27.882
4836,10/5/17,10/10/17,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4,0.2,7.2268
4837,6/1/17,6/3/17,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,East,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,2,0.7,-2.6586
4838,6/1/17,6/3/17,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,East,Office Supplies,Paper,Xerox 1924,27.744,6,0.2,10.0572
4839,6/1/17,6/3/17,First Class,FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,East,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,158.376,4,0.4,-34.3148
4840,11/20/17,11/25/17,Standard Class,SC-20050,Sample Company A,Home Office,United States,Henderson,Kentucky,South,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,2,0,11.5836
4841,12/23/16,12/28/16,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Bowling Green,Ohio,East,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",5.553,3,0.7,-4.0722
4842,9/29/17,10/4/17,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,243.92,5,0.2,-54.882
4843,11/7/16,11/9/16,First Class,CC-12475,Cindy Chapman,Consumer,United States,Lakewood,New Jersey,East,Office Supplies,Fasteners,Rubber Band Ball,14.96,4,0,0.2992
4844,4/4/14,4/5/14,First Class,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
4845,7/23/15,7/26/15,Second Class,MS-17830,Melanie Seite,Consumer,United States,Rochester,New York,East,Office Supplies,Binders,Acco 3-Hole Punch,10.512,3,0.2,3.6792
4846,6/25/14,6/27/14,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,West,Technology,Phones,Plantronics 81402,263.96,5,0.2,19.797
4847,6/25/14,6/27/14,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,West,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,11,0.2,17.908
4848,6/25/14,6/27/14,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,West,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162
4849,9/8/14,9/14/14,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,West,Office Supplies,Art,Prang Colored Pencils,5.88,2,0,2.646
4850,9/8/14,9/14/14,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,West,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,0.2,121.99
4851,9/8/14,9/14/14,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,West,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",303.84,8,0,91.152
4852,9/8/14,9/14/14,Standard Class,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,West,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,485.88,6,0,19.4352
4853,12/12/14,12/15/14,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,West,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,0,4.5144
4854,12/12/14,12/15/14,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,West,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,3,0,0.6258
4855,12/12/14,12/15/14,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0,4.4352
4856,1/13/15,1/17/15,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028
4857,1/13/15,1/17/15,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024
4858,1/13/15,1/17/15,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9,0,92.97
4859,12/15/17,12/19/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Oak Park,Illinois,Central,Office Supplies,Art,Newell 307,10.192,7,0.2,1.0192
4860,12/18/16,12/24/16,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Morristown,New Jersey,East,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706
4861,4/11/14,4/16/14,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Austin,Texas,Central,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,758.352,6,0.2,265.4232
4862,11/10/16,11/14/16,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,East,Office Supplies,Binders,Canvas Sectional Post Binders,20.368,1,0.2,7.3834
4863,11/10/16,11/14/16,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,New York City,New York,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237
4864,6/26/17,6/30/17,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,New York City,New York,East,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.1916
4865,11/13/17,11/18/17,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2404.704,6,0.2,150.294
4866,11/13/17,11/18/17,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,563.024,11,0.2,190.0206
4867,11/13/17,11/18/17,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0,10.3473
4868,11/13/17,11/18/17,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,Avery File Folder Labels,8.64,3,0,4.2336
4869,11/24/17,11/29/17,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,East,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,89.988,2,0.4,-14.998
4870,11/24/17,11/29/17,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,East,Office Supplies,Paper,Xerox 1919,229.544,7,0.2,83.2097
4871,5/23/17,5/27/17,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,Office Supplies,Fasteners,OIC Thumb-Tacks,1.824,2,0.2,0.6156
4872,5/23/17,5/27/17,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,5,0.8,-46.716
4873,5/23/17,5/27/17,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,Tennsco Commercial Shelving,48.816,3,0.2,-11.5938
4874,5/23/17,5/27/17,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,Storex Dura Pro Binders,1.188,1,0.8,-1.9602
4875,12/2/14,12/7/14,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Columbus,Ohio,East,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95
4876,10/3/14,10/9/14,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,South,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568,2,0.2,4.6176
4877,10/3/14,10/9/14,Standard Class,SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,South,Office Supplies,Art,DIXON Oriole Pencils,6.192,3,0.2,0.4644
4878,7/29/16,7/31/16,First Class,PW-19240,Pierre Wener,Consumer,United States,Pensacola,Florida,South,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",2.214,3,0.7,-1.476
4879,11/2/17,11/5/17,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,5.32,2,0,2.6068
4880,11/2/17,11/5/17,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,4,0,292.776
4881,11/2/17,11/5/17,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,9,0,517.4793
4882,11/2/17,11/5/17,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,Office Supplies,Storage,Super Decoflex Portable Personal File,59.92,4,0,16.7776
4883,3/8/17,3/15/17,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,West,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5,0.2,64.2
4884,3/8/17,3/15/17,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,West,Office Supplies,Art,Newell 323,3.36,2,0,0.8736
4885,12/16/14,12/20/14,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Paper,Xerox 1929,114.2,5,0,52.532
4886,11/28/16,12/1/16,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",182.67,3,0,52.9743
4887,11/28/16,12/1/16,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,101.7,6,0,6.102
4888,11/28/16,12/1/16,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0,56.301
4889,11/28/16,12/1/16,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,6,0,315.825
4890,12/23/16,12/30/16,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,Newell 317,8.82,3,0,2.5578
4891,12/23/16,12/30/16,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112
4892,12/23/16,12/30/16,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2,2,0,1.176
4893,12/23/16,12/30/16,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,227.28,2,0,2.2728
4894,12/23/16,12/30/16,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 1911,47.9,1,0,22.992
4895,12/23/16,12/30/16,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,Office Supplies,Envelopes,Staple envelope,61.96,2,0,30.3604
4896,12/23/16,12/30/16,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896
4897,10/15/14,10/17/14,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,East,Furniture,Chairs,Global Italian Leather Office Chair,183.372,2,0.3,-7.8588
4898,10/15/14,10/17/14,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,East,Office Supplies,Paper,Xerox 1897,7.968,2,0.2,2.8884
4899,8/22/16,8/27/16,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Gresham,Oregon,West,Office Supplies,Binders,GBC Imprintable Covers,26.352,8,0.7,-18.4464
4900,12/17/17,12/21/17,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,West,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,0,125.1432
4901,12/17/17,12/21/17,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,West,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98,1,0,3.6348
4902,3/7/17,3/12/17,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,East,Office Supplies,Binders,3M Organizer Strips,25.92,6,0.2,9.072
4903,3/7/17,3/12/17,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,East,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",91.59,3,0,42.1314
4904,12/1/14,12/3/14,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,Central,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,3,0.3,-19.2588
4905,10/14/14,10/16/14,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,East,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,4,0,11.0016
4906,10/14/14,10/16/14,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,East,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5,0,16.194
4907,11/18/14,11/23/14,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,East,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,8,0.7,-8.6592
4908,11/18/14,11/23/14,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,East,Technology,Phones,PNY Rapid USB Car Charger - Black,9.588,2,0.4,-2.0774
4909,1/14/17,1/18/17,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.6468
4910,1/14/17,1/18/17,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Paper,Xerox 1931,36.288,7,0.2,12.7008
4911,1/14/17,1/18/17,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2,0.2,6.999
4912,1/14/17,1/18/17,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,5,0.7,-4.577
4913,1/14/17,1/18/17,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508,2,0.7,-1.8392
4914,9/24/15,9/26/15,Second Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,West,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96,2,0,10.4284
4915,9/24/15,9/26/15,Second Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,Avery Hole Reinforcements,14.952,3,0.2,5.4201
4916,10/9/17,10/11/17,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,Central,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,67.144,7,0.2,5.8751
4917,10/9/17,10/11/17,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,Central,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058,3,0.3,-32.6646
4918,1/2/16,1/7/16,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,3,0,38.2668
4919,1/2/16,1/7/16,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,East,Technology,Phones,GE 30522EE2,231.98,2,0,67.2742
4920,8/19/17,8/23/17,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,Binder Posts,2.296,2,0.8,-3.9032
4921,12/25/17,12/29/17,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184
4922,12/25/17,12/29/17,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0,1.1946
4923,12/25/17,12/29/17,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,Office Supplies,Paper,Xerox 1915,629.1,6,0,301.968
4924,12/25/17,12/29/17,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248
4925,9/10/17,9/13/17,First Class,AR-10345,Alex Russell,Corporate,United States,Lawrence,Massachusetts,East,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0,3.72
4926,10/19/17,10/23/17,Standard Class,MO-17500,Mary O'Rourke,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275,1,0.5,-67.5435
4927,12/1/17,12/6/17,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,East,Office Supplies,Paper,Xerox 214,19.44,3,0,9.3312
4928,12/1/17,12/6/17,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,East,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15,3,0,251.202
4929,9/2/14,9/3/14,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,East,Office Supplies,Art,Newell 324,57.75,5,0,16.17
4930,9/2/14,9/3/14,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Easy-staple paper,14.94,3,0,7.0218
4931,3/25/17,3/30/17,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,Newell 309,23.1,2,0,6.93
4932,9/28/15,10/4/15,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,West,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.536,1,0.2,4.2309
4933,9/28/15,10/4/15,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,0.7,-0.792
4934,9/28/15,10/4/15,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,West,Office Supplies,Fasteners,Staples,4.512,3,0.2,0.846
4935,3/15/15,3/21/15,Standard Class,KS-16300,Karen Seio,Corporate,United States,Lehi,Utah,West,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.776,3,0.2,1.6776
4936,1/6/17,1/13/17,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Tuscaloosa,Alabama,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0,15.5204
4937,1/13/14,1/18/14,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653
